Volcano Name;Year;Month;Day;Elevation;Volcano Type;Status;Location;Country;Flag Tsunami;Flag Earthquake;Volcanic Explosivity Index;Deaths;Missing;Injuries;Damage (in M$);Damage Description;Houses destroyed;Lat;Lon;Height
Asuncion;1819;;;857;Stratovolcano;Historical;Mariana Is-C Pacific;United States;Tsunami;;;;;;;;;19.67;145.4;0
Ruiz;1845;2;19;5321;Stratovolcano;Historical;Colombia;Colombia;;;3;1000;;;;;;4.895;-75.322;0
Kirishima;1895;10;16;1700;Shield volcano;Historical;Kyushu-Japan;Japan;;;2;4;;;;;;31.93;130.87;0
Epi;1901;8;9;833;Stratovolcano;Historical;Vanuatu-SW Pacific;Vanuatu;Tsunami;Earthquake;;;;;;;;-16.68;168.37;0
Unnamed;1907;7;;-500;Submarine volcano;Historical;Tonga-SW Pacific;Tonga;Tsunami;Earthquake;0;;;;;;;-21.38;-175.65;0
Krakatau;1928;3;28;813;Caldera;Historical;Indonesia;Indonesia;Tsunami;;;;;;;;;-6.102;105.423;0
Lengai, Ol Doinyo;1940;7;24;2890;Stratovolcano;Historical;Africa-E;Tanzania;;;2;;;;;LIMITED (roughly corresponding to less than $1 million);;-2.751;35.902;0
Semeru;1946;2;;3676;Stratovolcano;Historical;Java;Indonesia;;;2;6;;;;MODERATE (~$1 to $5 million);81;-8.108;112.92;0
Merapi;1953;3;23;2947;Stratovolcano;Historical;Java;Indonesia;;;3;64;;57;;MODERATE (~$1 to $5 million);144;-7.542;110.442;0
Tate-yama;1954;7;21;2621;Stratovolcano;Historical;Honshu-Japan;Japan;;;;1;;;;;;36.57;137.6;0
Asama;1961;8;18;2560;Complex volcano;Historical;Honshu-Japan;Japan;;;2;1;;;;;;36.4;138.53;0
Tokachi;1962;6;29;2077;Stratovolcano;Historical;Hokkaido-Japan;Japan;;;3;5;;11;;;;43.42;142.68;0
Agung;1963;5;16;3142;Stratovolcano;Historical;Lesser Sunda Is;Indonesia;;Earthquake;3;120;;;;;;-8.342;115.508;0
Didicas;1969;3;21;244;Compound volcano;Historical;Luzon-N of;Philippines;Tsunami;;2;;;;;;;19.077;122.202;0
Karangetang [Api Siau];1997;4;17;1784;Stratovolcano;Historical;Sangihe Is-Indonesia;Indonesia;;;1;3;;;;;;2.78;125.48;0
Semeru;2000;7;27;3676;Stratovolcano;Historical;Java;Indonesia;;;3;2;;;;;;-8.108;112.92;0
Kilauea;2009;11;30;1222;Shield volcano;Historical;Hawaiian Is;United States;;;;;;;;MODERATE (~$1 to $5 million);;19.425;-155.292;0
Merapi;2011;1;3;2947;Stratovolcano;Historical;Java;Indonesia;;;;1;;1;;LIMITED (roughly corresponding to less than $1 million);;-7.542;110.442;0
