region;probability;age M;daimeter km;webpage;longitude;latitude;height
Европа;Предполагаемый;;1.2;http://labmpg.sscc.ru/a559.html;47.416377;53.820368;0
Европа;Предполагаемый;;1.2;http://labmpg.sscc.ru/a559.html;47.396574;53.796858;0
Европа;Предполагаемый;;0.9;http://labmpg.sscc.ru/a559.html;47.400562;53.778925;0
Европа;Предполагаемый;;0.7;http://labmpg.sscc.ru/a559.html;47.352116;53.819418;0
Европа;Предполагаемый;;0.7;http://labmpg.sscc.ru/a559.html;47.329573;53.785049;0
Азия;Вероятный;1;1;http://labmpg.sscc.ru/a587.html;47.6787758;30.4682059;0
Австралия;Неустановленный;;270;http://labmpg.sscc.ru/a808.html;146.204659;-40.132854;0
Африка;Неустановленный;;7;http://labmpg.sscc.ru/a463.html;14.4584799;-0.6473213;0
Северная Америка;Предполагаемый;0.013;120;http://labmpg.sscc.ru/a976.html;-82.5;71.5;0
Азия;Предполагаемый;;50;http://labmpg.sscc.ru/a2050.html;75.6717682;50.7616534;0
Южная Америка;Предполагаемый;;180;http://labmpg.sscc.ru/a140.html;-70.7162476;14.7217607;0
Австралия;Предполагаемый;251.1±4 Ar (253±5 PTB);180;http://labmpg.sscc.ru/a21.html;119.336;-18.094;0
Азия;Достоверный;33±33 (<65. 40±20);8;http://labmpg.sscc.ru/a22.html;121.685257;71.0573461;0
Азия;Предполагаемый;< 65 (40±20);3;http://labmpg.sscc.ru/a2203.html;121.86;71.06;0
Азия;Предполагаемый;;6.5;http://labmpg.sscc.ru/a2785.html;120.753479;71.1336523;0
Азия;Предполагаемый;;8;http://labmpg.sscc.ru/a2786.html;120.5934906;71.2818518;0
Европа;Предполагаемый;;;http://labmpg.sscc.ru/a1499.html;6.45;46.64;0
Европа;Предполагаемый;;1;http://labmpg.sscc.ru/a2111.html;34.451;54.514;0
Европа;Предполагаемый;;0.15;http://labmpg.sscc.ru/a2245.html;36.97363;56.2419;0
Северная Америка;Предполагаемый;35;1.3;http://labmpg.sscc.ru/a2204.html;-99.1148758;34.0269127;0
Африка;Предполагаемый;;3;http://labmpg.sscc.ru/a1401.html;12.365209;-15.15335;0
Австралия;Предполагаемый;;0.28;http://labmpg.sscc.ru/a1405.html;127.878607;-23.004992;0
Азия;Предполагаемый;444 (0.0048);115;http://labmpg.sscc.ru/a396.html;39.9683;32.374;0
Азия;Предполагаемый;;1.3;http://labmpg.sscc.ru/a1402.html;54.42;43.23;0
Азия;Предполагаемый;;8;http://labmpg.sscc.ru/a1237.html;74.5924044;48.3508305;0
Азия;Предполагаемый;;5;http://labmpg.sscc.ru/a1238.html;83.0089188;49.2944565;0
Азия;Предполагаемый;;2;http://labmpg.sscc.ru/a1239.html;82.2244263;49.0972506;0
Азия;Неустановленный;;3;http://labmpg.sscc.ru/a953.html;107.835;42.209;0
Южная Америка;Предполагаемый;?;35;http://labmpg.sscc.ru/a930.html;-70.47;3.7;0
Южная Америка;Предполагаемый;?;45;http://labmpg.sscc.ru/a929.html;-70.451818;2.987074;0
Африка;Предполагаемый;?;0.34;http://labmpg.sscc.ru/a927.html;24.640789;-10.943762;0
Африка;Предполагаемый;?;0.35;http://labmpg.sscc.ru/a927.html;24.6429348;-10.940939;0
Африка;Предполагаемый;?;0.55;http://labmpg.sscc.ru/a927.html;24.6562815;-10.9162888;0
Африка;Предполагаемый;;320;http://labmpg.sscc.ru/a1152.html;12.976814;24.713631;0
Африка;Неустановленный;;1.6;http://labmpg.sscc.ru/a242.html;-6.638;22.755;0
Африка;Предполагаемый;;0.11;http://labmpg.sscc.ru/a1497.html;-3.4802842;23.0187997;0
Африка;Предполагаемый;;0.45;http://labmpg.sscc.ru/a1403.html;-3.4026289;22.5141626;0
Африка;Предполагаемый;;3.31;http://labmpg.sscc.ru/a1404.html;-5.8897018;24.0379985;0
Африка;Предполагаемый;99-125;25;http://labmpg.sscc.ru/a928.html;10.2227783;-19.1347892;0
Африка;Предполагаемый;;10.5;http://labmpg.sscc.ru/a951.html;9.143191;21.360467;0
Европа;Неустановленный;~0.01 (<0.02);1.8;http://labmpg.sscc.ru/a1297.html;34.8421097;58.2519078;0
Азия;Предполагаемый;;15;http://labmpg.sscc.ru/a875.html;38.3;22.3;0
Африка;Предполагаемый;;1.9;http://labmpg.sscc.ru/a950.html;20.055921;18.388665;0
Африка;Предполагаемый;;0.8;http://labmpg.sscc.ru/a2205.html;20.059268;18.382508;0
Африка;Предполагаемый;;0.2;http://labmpg.sscc.ru/a2206.html;20.030441;18.382223;0
Африка;Предполагаемый;;0.17;http://labmpg.sscc.ru/a2206.html;20.029772;18.379945;0
Африка;Предполагаемый;;0.27;http://labmpg.sscc.ru/a2207.html;20.037613;18.377401;0
Африка;Предполагаемый;;0.3;http://labmpg.sscc.ru/a2208.html;20.031957;18.388373;0
Африка;Предполагаемый;;0.85;http://labmpg.sscc.ru/a2208.html;20.02615;18.391898;0
Австралия;Предполагаемый;3470-3500;;http://labmpg.sscc.ru/a2955.html;147.733562;-34.1695325;0
;Неустановленный;774-775y;;http://labmpg.sscc.ru/a2234.html;;;0
Тихий океан;Предполагаемый;;;http://labmpg.sscc.ru/a4.html;;;0
;Неустановленный;-41000y;;http://labmpg.sscc.ru/a2232.html;;;0
Европа;Неустановленный;1963y;;http://labmpg.sscc.ru/a2233.html;24;51;0
;Предполагаемый;1965y;;http://labmpg.sscc.ru/a2231.html;;;0
Тихий океан;Опровергнутый;1966y;;http://labmpg.sscc.ru/a2211.html;164;51;0
Африка;Предполагаемый;;9;http://labmpg.sscc.ru/a1406.html;35.156204;21.611618;0
Африка;Предполагаемый;;24;http://labmpg.sscc.ru/a2212.html;35.314504;21.704183;0
Африка;Предполагаемый;;9;http://labmpg.sscc.ru/a2213.html;35.538218;21.583516;0
Африка;Предполагаемый;;14;http://labmpg.sscc.ru/a2214.html;35.031398;21.790676;0
Африка;Предполагаемый;;5;http://labmpg.sscc.ru/a2214.html;35.018924;21.740779;0
Африка;Предполагаемый;;4;http://labmpg.sscc.ru/a2214.html;35.096006;21.726784;0
Африка;Предполагаемый;;5;http://labmpg.sscc.ru/a2215.html;34.87062;21.742025;0
Африка;Предполагаемый;;6;http://labmpg.sscc.ru/a2216.html;35.548634;21.830118;0
Африка;Предполагаемый;;6;http://labmpg.sscc.ru/a2216.html;35.558209;21.874097;0
Азия;Неустановленный;;0.15;http://labmpg.sscc.ru/a955.html;86.0292041;20.6057725;0
Азия;Неустановленный;;18;http://labmpg.sscc.ru/a1301.html;74.8;47.42;0
Азия;Неустановленный;;37;http://labmpg.sscc.ru/a1416.html;66.002017;26.12262;0
Азия;Неустановленный;;5;http://labmpg.sscc.ru/a2241.html;90.118103;54.6555631;0
Центральная Америка;Предполагаемый;65 (glass: 0.769±0.016 Ar);100;http://labmpg.sscc.ru/a1350.html;-88.7420118;17.224771;0
Африка;Вероятный;3200;7;http://labmpg.sscc.ru/a665.html;12.880111;1.475389;0
Европа;Вероятный;100;40;http://labmpg.sscc.ru/a480.html;37.65;60.16;0
Европа;Предполагаемый;~0.013;0.5;http://labmpg.sscc.ru/a2135.html;40.144558;55.1839645;0
Европа;Предполагаемый;;0.4;http://labmpg.sscc.ru/a2244.html;38.4678;55.46085;0
Европа;Предполагаемый;~0.01 (<0.02);0.7;http://labmpg.sscc.ru/a1267.html;39.740355;55.634256;0
Европа;Предполагаемый;~0.01 (<0.02);1.2;http://labmpg.sscc.ru/a1291.html;35.280147;57.921062;0
Азия;Неустановленный;;15;http://labmpg.sscc.ru/a2501.html;134.720192;45.5924197;0
Европа;Предполагаемый;;2;http://labmpg.sscc.ru/a441.html;23.489027;53.1582485;0
Северная Америка;Предполагаемый;1961y;;http://labmpg.sscc.ru/a1883.html;-96.466545;33.599443;0
Северная Америка;Предполагаемый;;5.5;http://labmpg.sscc.ru/a2066.html;-94.554167;38.791667;0
Европа;Неустановленный;;0.1;http://labmpg.sscc.ru/a971.html;29.083895;59.895374;0
Африка;Неустановленный;;500;http://labmpg.sscc.ru/a2280.html;33;13.74;0
Индийский океан;Предполагаемый;;2100;http://labmpg.sscc.ru/a1705.html;89.35;12.7;0
Индийский океан;Предполагаемый;;450;http://labmpg.sscc.ru/a3070.html;80.744;15;0
Африка;Предполагаемый;<1.8 (0.0129);2.5;http://labmpg.sscc.ru/a1828.html;13.650073;-9.512809;0
Северная Америка;Предполагаемый;1.8-65.5;4;http://labmpg.sscc.ru/a910.html;-108.592;47.845;0
Северная Америка;Предполагаемый;1.8-65.5;3;http://labmpg.sscc.ru/a2224.html;-108.6738;47.82623;0
Северная Америка;Предполагаемый;1.8-65.5;3.8;http://labmpg.sscc.ru/a2224.html;-108.74939;47.854316;0
Африка;Предполагаемый;;13;http://labmpg.sscc.ru/a1417.html;33.5032368;18.0515815;0
Африка;Предполагаемый;;3.3;http://labmpg.sscc.ru/a2225.html;33.445216;18.057485;0
Африка;Предполагаемый;;23;http://labmpg.sscc.ru/a2226.html;33.392787;18.267123;0
Африка;Предполагаемый;;7.5;http://labmpg.sscc.ru/a2227.html;32.946218;17.974291;0
Северная Америка;Предполагаемый;~65;;http://labmpg.sscc.ru/a1483.html;-104.5888607;37.3258679;0
Европа;Предполагаемый;;0.03;http://labmpg.sscc.ru/a23.html;28.4522402;50.017612;0
Азия;Неустановленный;;2;http://labmpg.sscc.ru/a2878.html;131.7325544;43.1739491;0
Азия;Предполагаемый;;0.25;http://labmpg.sscc.ru/a285.html;65.082643;62.8909058;0
Тихий океан;Предполагаемый;~65;1800;http://labmpg.sscc.ru/a519.html;179.1;59.96;0
Северная Америка;Неустановленный;2011.5.13!;;http://labmpg.sscc.ru/a1798.html;-74.547767;40.7028046;0
Азия;Предполагаемый;;14.6;http://labmpg.sscc.ru/a1322.html;88.335072;55.614579;0
Азия;Предполагаемый;;5;http://labmpg.sscc.ru/a1356.html;76.7218208;48.228618;0
Азия;Предполагаемый;;20;http://labmpg.sscc.ru/a1356.html;76.5616608;48.2165522;0
Европа;Неустановленный;;;http://labmpg.sscc.ru/a1500.html;4.032809;46.9222;0
Северная Америка;Предполагаемый;;;http://labmpg.sscc.ru/a1498.html;-125.60171;54.1782606;0
Северная Америка;Неустановленный;;;http://labmpg.sscc.ru/a1498.html;-125.56888;54.2019139;0
Северная Америка;Предполагаемый;;;http://labmpg.sscc.ru/a1498.html;-125.51691;54.2160191;0
Северная Америка;Достоверный;< 40;6.75;http://labmpg.sscc.ru/a25.html;-99.8525047;29.0354598;0
Северная Америка;Предполагаемый;;1;http://labmpg.sscc.ru/a828.html;-90.9329796;37.5327351;0
Европа;Предполагаемый;;1;http://labmpg.sscc.ru/a829.html;-1.5300179;43.4722935;0
Европа;Неустановленный;;0.7;http://labmpg.sscc.ru/a2366.html;33.97153;58.47795;0
Северная Америка;Достоверный;900±470 Ar (~600);60;http://labmpg.sscc.ru/a26.html;-113.9282227;44.5004234;0
Северная Америка;Вероятный;0.09±0.01;1.3;http://labmpg.sscc.ru/a472.html;-99.997296;37.238552;0
Северная Америка;Предполагаемый;;1;http://labmpg.sscc.ru/a663.html;-92.1472263;36.9360348;0
Азия;Предполагаемый;;44.9 (<17);http://labmpg.sscc.ru/a1109.html;34.8;30.6;0
Северная Америка;Предполагаемый;;160;http://labmpg.sscc.ru/a1501.html;-108.31182;44.119856;0
Северная Америка;Предполагаемый;;10;http://labmpg.sscc.ru/a664.html;-112.973067;64.867539;0
Азия;Достоверный;5±3 (6±3. 5);7;http://labmpg.sscc.ru/a27.html;82.033333;48.579167;0
Азия;Предполагаемый;;17;http://labmpg.sscc.ru/a2158.html;81.96;48.32;0
Азия;Предполагаемый;;20;http://labmpg.sscc.ru/a2158.html;81.45;48.43;0
Азия;Неустановленный;;15;http://labmpg.sscc.ru/a2159.html;81.7176819;47.5292565;0
Азия;Неустановленный;;10;http://labmpg.sscc.ru/a2159.html;81.6970825;47.3462672;0
Азия;Неустановленный;;0.015;http://labmpg.sscc.ru/a2759.html;86.55237;33.93232;0
Европа;Вероятный;215;487;http://labmpg.sscc.ru/a603.html;2.6;46.4;0
Австралия;Предполагаемый;;30;http://labmpg.sscc.ru/a1042.html;136.19219;-13.766651;0
Африка;Предполагаемый;;0.1;http://labmpg.sscc.ru/a1502.html;-0.251865;16.107837;0
Азия;Предполагаемый;;;http://labmpg.sscc.ru/a1915.html;59.071965;23.035894;0
Австралия;Предполагаемый;;1;http://labmpg.sscc.ru/a1503.html;115.7;-33.1;0
Африка;Опровергнутый;;1.5;http://labmpg.sscc.ru/a2723.html;-15.3922963;23.0539091;0
Азия;Предполагаемый;;1000;http://labmpg.sscc.ru/a2067.html;96.324253;21.133753;0
Европа;Предполагаемый;;560;http://labmpg.sscc.ru/a2818.html;-6.59;45.52;0
Африка;Неустановленный;6;1.23;http://labmpg.sscc.ru/a809.html;38.992338;8.762061;0
Европа;Предполагаемый;;17;http://labmpg.sscc.ru/a2223.html;14.1414642;66.1471858;0
Северная Америка;Предполагаемый;1909y;;http://labmpg.sscc.ru/a1885.html;-98.830807;31.837783;0
Европа;Предполагаемый;;42;http://labmpg.sscc.ru/a1418.html;-2.0506474;54.8497665;0
Северная Америка;Вероятный;372;0.29;http://labmpg.sscc.ru/a1154.html;-65.243526;44.748093;0
Северная Америка;Предполагаемый;;1;http://labmpg.sscc.ru/a663.html;-92.1141815;36.9437182;0
Южная Америка;Предполагаемый;;;http://labmpg.sscc.ru/a2912.html;-70.8243513;8.7670101;0
Северная Америка;Предполагаемый;?;87;http://labmpg.sscc.ru/a911.html;-118.916;40.984;0
Северная Америка;Предполагаемый;0.0129;;http://labmpg.sscc.ru/a2858.html;-81.304348;33.361545;0
Антарктида;Предполагаемый;3;100;http://labmpg.sscc.ru/a871.html;178.744797;-72.4091;0
Европа;Предполагаемый;;36;http://labmpg.sscc.ru/a2687.html;44.2364502;63.1211575;0
Европа;Предполагаемый;342 (1.8-1.2 >700 2000);260;http://labmpg.sscc.ru/a119.html;14.906;49.724;0
Азия;Неустановленный;;4;http://labmpg.sscc.ru/a2895.html;134.8466206;45.8115721;0
Азия;Предполагаемый;;24;http://labmpg.sscc.ru/a1958.html;79.0153885;43.5990409;0
Австралия;Предполагаемый;;;http://labmpg.sscc.ru/a1504.html;146.198383;-29.096756;0
Азия;Неустановленный;;15;http://labmpg.sscc.ru/a2898.html;138.8095093;48.2479973;0
Азия;Предполагаемый;;1;http://labmpg.sscc.ru/a2821.html;107.0149899;13.7298802;0
Южная Америка;Предполагаемый;<1.8 (0.0129);0.7;http://labmpg.sscc.ru/a1819.html;-36.152;-9.673;0
Австралия;Достоверный;0.030±0.005 Be/Al (0.054±0.0015);0.18;http://labmpg.sscc.ru/a30.html;135.195271;-22.612751;0
Азия;Предполагаемый;0.79;13x17;http://labmpg.sscc.ru/a926.html;106.2642288;15.2023678;0
Европа;Достоверный;65.80±0.67 Ar (65.17±0.64. 96-105р);40 (25);http://labmpg.sscc.ru/a31.html;32.242611;48.828945;0
