Location name;Year;Month;Day;Country;Focal Depth;EQ Primary;Flag Tsunami;Deaths;Injuries;Missing;Missing Description;Houses destroyed;Houses damaged;Damage (in M$);Damage Description;Lat;Lon;Height
TONGA ISLANDS;1919;04;30;TONGA;25;8.1;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);-18.352;-172.515;0
CALIFORNIA:  NORTHERN;1922;01;31;USA;;7.6;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);41;-125.5;0
CHILE:  VALLENAR;1923;05;04;CHILE;60;7;Tsunami;;;;;;;;MODERATE (~$1 to $5 million);-28.75;-71.75;0
RUSSIA:  SAKHALIN ISLAND;1924;03;15;RUSSIA;15;6.8;Tsunami;;;;;;;;;49.179;142.436;0
AUSTRALIA:  MACQUARIE ISLAND:  NORTH OF;1924;07;24;AUSTRALIA;50;7.5;;;;;;;;;;-49.5;159;0
IRAN:  AHRAM,DOMRUBAH,MAHMUDABADI,AB GARM;1925;12;18;IRAN;;5.5;;2;;;;;;;MODERATE (~$1 to $5 million);28.5;51.2;0
ITALY:  N;1927;10;30;ITALY;;;;;;;;;;;;44.5;9.6;0
CHINA:  SICHUAN PROVINCE;1930;08;24;CHINA;;5.5;;200;;;;;;;LIMITED (roughly corresponding to less than $1 million);30;100;0
NEW ZEALAND:  GISBORNE, WAIROA;1932;09;15;NEW ZEALAND;;6.8;Tsunami;;5;;;;;;MODERATE (~$1 to $5 million);-39;177.5;0
CHILE;1933;11;03;CHILE;70;5.5;;;;;;;;;;-22;-70.5;0
NEPAL / INDIA:  BIHAR;1934;01;15;NEPAL;35;8;Tsunami;10600;;;;;;;EXTREME (~$25 million or more);26.773;86.762;0
COLOMBIA:  FUNES;1935;08;07;COLOMBIA;95;;;8;;;;;;;SEVERE (~>$5 to $24 million);1;-77.5;0
MEXICO:  CENTRAL, PUEBLA:  ESPERANZA, VERACRUZ;1937;07;26;MEXICO;;7.7;;34;;;;;;;MODERATE (~$1 to $5 million);18.8;-97.5;0
NICARAGUA:  LEON,CHINANDEGA;1938;04;25;NICARAGUA;;;;;;;;;;;MODERATE (~$1 to $5 million);12.2;-86.9;0
JAPAN:  SANRIKU;1938;11;13;JAPAN;60;6;Tsunami;;;;;;;;;37;141.5;0
JAPAN:  SHIKOKU;1941;11;18;JAPAN;10;7.4;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);32;132.1;0
GREECE:  KAMPOS (LACONIA);1944;07;30;GREECE;8;5.7;;;;;;;;;;36.7;22.5;0
MYANMAR (BURMA);1946;09;12;MYANMAR (BURMA);60;7.5;;;;;;;;;;23.9;96.2;0
PAPUA NEW GUINEA:  NEW IRELAND;1946;09;29;PAPUA NEW GUINEA;60;7.7;;;;;;;;;;-4.5;153.5;0
EL SALVADOR:  LA UNION;1947;01;26;EL SALVADOR;;;;;;;;;;;MODERATE (~$1 to $5 million);13.2;-87.5;0
CALIFORNIA;1947;04;10;USA;;6.4;;;;;;;;;MODERATE (~$1 to $5 million);35;-116.6;0
INDIA-CHINA;1947;07;29;INDIA;60;7.9;;;;;;;;;;28.5;94;0
IRAN: BUSHIRE;1950;01;19;IRAN;;;;20;;;;;;;SEVERE (~>$5 to $24 million);27.3;53.2;0
PERU;1951;05;16;PERU;250;7.9;;;;;;;;;;-15;-69.5;0
CHILE:  CHILLAN, CONCEPCION;1953;05;06;CHILE;60;7.6;Tsunami;9;26;;;;;500;EXTREME (~$25 million or more);-36.5;-72.5;0
NEVADA:  DIXIE VALLEY;1954;12;16;USA;;7;;;;;;;;;;39.3;-118.2;0
PAKISTAN:  QUETTA;1955;02;18;PAKISTAN;;;;12;;;;;;;MODERATE (~$1 to $5 million);30.5;67;0
COLOMBIA-ECUADOR;1955;07;20;COLOMBIA;;6;;;;;;;;;SEVERE (~>$5 to $24 million);0.2;-78.4;0
JAPAN:  IZU PENINSULA;1956;08;12;JAPAN;50;6.5;Tsunami;;;;;;;;;33.8;138.8;0
RUSSIA:  CHITA;1957;06;27;RUSSIA;15;7.6;;;;;;;;;MODERATE (~$1 to $5 million);56.2;116.4;0
TURKEY:  NINIA;1959;10;25;TURKEY;;6.2;;18;;;;;;;MODERATE (~$1 to $5 million);39.1;41.6;0
JAPAN:  SANRIKU;1960;03;23;JAPAN;20;6.7;Tsunami;;;;;;;;;39.4;143.7;0
ETHIOPIA:  KARAKORE;1961;06;01;ETHIOPIA;33;6.5;;30;;;;;;;MODERATE (~$1 to $5 million);10.4;39.9;0
SOLOMON ISLANDS;1961;08;01;SOLOMON ISLANDS;25;6.4;Tsunami;;;;;;;;;-9.849;160.614;0
SOUTH SANDWICH ISLANDS;1961;09;05;SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS;;7.7;;;;;;;;;;-58;-27;0
NICARAGUA:  LEON;1963;05;09;NICARAGUA;50;5.5;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);12.2;-86.9;0
CHINA:  HEBEI PROVINCE;1966;03;06;CHINA;;5.2;;;;;;11;;;LIMITED (roughly corresponding to less than $1 million);37.47;115.03;0
ITALY:  ROME;-364;;;ITALY;100;;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);35;25;0
CHINA:  SICHUAN:  YIBIN;-26;;;CHINA;;5.5;;13;;;;;;;MODERATE (~$1 to $5 million);28.8;104.6;0
CYPRUS:  SALAMIS;-15;;;CYPRUS;;;;;;;;;;;EXTREME (~$25 million or more);35.2;34;0
TURKEY:  LAODICEA, HIERAPOLIS, COLOSSAE, [PAMUKKALE];60;;;TURKEY;;;;;;;;;;;SEVERE (~>$5 to $24 million);37.9;29.2;0
CHINA:  GANSU PROVINCE;143;10;;CHINA;;7;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);34.7;105.3;0
TURKEY:  ANTAKYA (ANTIOCH);341;;;TURKEY;;;;;;;;;;;;36.2;36.1;0
TURKEY:  NICAEA [IZNIK];368;10;11;TURKEY;;;;;;;;;;;SEVERE (~>$5 to $24 million);40;29;0
ITALY:  ANCONA;558;12;25;ITALY;;;;;;;;;;;SEVERE (~>$5 to $24 million);43.6;13.5;0
TURKEY:  IZNIK;715;;;TURKEY;;;;;;;;;;;MODERATE (~$1 to $5 million);40.4;28.9;0
TURKEY: GULF OF ISKENDERUN;803;12;19;TURKEY;;;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);36.95;35.6;0
SYRIA:  DIMASHQ (DAMASCUS) / TURKEY:  ANTAKYA;844;09;18;SYRIA;;;;50000;;;;;;;EXTREME (~$25 million or more);33.5;36.3;0
TURKMENISTAN:  NISA;953;08;20;TURKMENISTAN;18;7.1;;;;;;;;;SEVERE (~>$5 to $24 million);38;58.3;0
JAPAN:  SANRIKU;1088;06;10;JAPAN;;7;Tsunami;;;;;;;;;40.5;143;0
TURKEY:  ANTAKYA (ANTIOCH), AL-DAINOOR;1106;;;TURKEY;;;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);36.2;36.1;0
IRAN:  QAZVIN;1119;12;10;IRAN;;6.5;;;;;;;;;SEVERE (~>$5 to $24 million);36.2;50;0
ITALY:  SICILY:  CATANIA;1137;;;ITALY;;;;15000;;;;;;;;37.3;15.1;0
IRAN:  NEYSHABUR (NEISHABUR),FIRRIM;1208;07;16;IRAN;;6.5;;;;;;;;;SEVERE (~>$5 to $24 million);36.3;57.6;0
JAPAN:  SAGAMI BAY;1257;10;09;JAPAN;;7;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);35.2;139.5;0
CHINA:  BEIJING;1289;08;;CHINA;;;;10000;;;;;;;EXTREME (~$25 million or more);40;116.5;0
IRAN:  NEYSHABUR (NEISHABUR),FIRRIM;1300;;;IRAN;;6.5;;;;;;;;;SEVERE (~>$5 to $24 million);36.8;56;0
IRAN:  ST THADDEUS / ARMENIA:  ARARAT, SINI, ANI;1319;;;IRAN;;;;75;;;;;;;SEVERE (~>$5 to $24 million);39.1;44.5;0
IRAN:  KHAF;1336;10;21;IRAN;;7.6;;20000;;;;;;;SEVERE (~>$5 to $24 million);34.7;59.7;0
CHINA:  GANSU PROVINCE:  TAO YUEN CHAN;1340;07;23;CHINA;;;;360;;;;;;;LIMITED (roughly corresponding to less than $1 million);29;111.3;0
BALKANS NW:  CROATIA;1343;06;30;CROATIA;;;;;;;;;;;;44;15;0
PORTUGAL:  LISBON / SPAIN:  SEVILLA;1356;08;24;PORTUGAL;;;;;;;;;;;SEVERE (~>$5 to $24 million);36.8;-9;0
IRAN:  QESHM ISLAND;1360;;;IRAN;;;;;;;;;;;SEVERE (~>$5 to $24 million);26.8;55.9;0
TURKEY;1383;08;06;TURKEY;;;;;;;;;;;;39.2;26.2;0
SWITZERLAND;1391;03;23;SWITZERLAND;;;;;;;;;;;SEVERE (~>$5 to $24 million);47.4;7.2;0
BALKANS NW:  CROATIA;1399;11;06;CROATIA;;;;;;;;;;;;44.1;15.2;0
KYRGYZSTAN:  BOLOSAGUN;1475;;;KYRGYZSTAN;5;6.4;;;;;;;;;MODERATE (~$1 to $5 million);42.6;75.2;0
CHINA:  SICHUAN PROVINCE:  YANYUAN;1478;08;17;CHINA;;5.5;;;;;;;;;MODERATE (~$1 to $5 million);27.5;101.6;0
CHINA:  NINGXIA:  ZHONGWEI;1495;04;10;CHINA;;6.3;;;12;;;50;;;MODERATE (~$1 to $5 million);37.6;105.6;0
GREECE:  CRETE;1501;;;GREECE;;;;;;;;;;;;35.5;25;0
JAPAN:  ENSHUNADA SEA;1510;10;10;JAPAN;;7;Tsunami;;;;;;;;;34.5;137.6;0
CHINA:  YUNNAN PROVINCE;1517;07;12;CHINA;;5.5;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);24.1;102.6;0
IRAN:  TABRIZ;1527;;;IRAN;;;;;;;;;;;SEVERE (~>$5 to $24 million);38;46.2;0
CHINA:  YUNNAN PROVINCE:  JIANGSHUI;1539;08;08;CHINA;;5.5;;;;;;;;;;23.6;102.8;0
IRAN:  LAR;1566;;;IRAN;;;;;;;;;;;SEVERE (~>$5 to $24 million);27.7;54.3;0
CHILE:  OLD CONCEPCION;1570;02;08;CHILE;;8.3;Tsunami;;;;;;;;MODERATE (~$1 to $5 million);-36.75;-73;0
MOROCCO:  MELILLA;1579;;;MOROCCO;;;;;;;;;;;SEVERE (~>$5 to $24 million);35.3;-2.97;0
SPAIN;1589;;;SPAIN;;;;;;;;;;;;37.9;-4.8;0
PHILIPPINES:  MANILA;1600;11;;PHILIPPINES;;;;;;;;;;;MODERATE (~$1 to $5 million);14.6;121;0
GERMANY:  FRANKFURT;1619;;;GERMANY;;;;;;;;;;;SEVERE (~>$5 to $24 million);52.3;14.6;0
CHINA:  NINGXIA;1631;07;;CHINA;;5;;;;;Some (~51 to 100 deaths);;;;;35.5;107.8;0
IRAN:  SHIRVAN, SHAMKHA;1667;11;18;IRAN;;;;12000;;;;;;;SEVERE (~>$5 to $24 million);37.2;57.5;0
JAPAN:  TUWANO;1676;07;12;JAPAN;;;;7;;;;;;;;34.5;132;0
CUBA:  SANTIAGO DE CUBA;1682;;;CUBA;;;;;;;;;;;MODERATE (~$1 to $5 million);20;-75.5;0
ITALY:  COTIGNOLA, BAGNACAVALLO;1688;04;11;ITALY;;;;;;;;;;;SEVERE (~>$5 to $24 million);44.4;12;0
PERU:  LIMA;1699;07;14;PERU;40;7.8;;;;;;;;;SEVERE (~>$5 to $24 million);-12.1;-76.6;0
PERU: TRUJILLO, ANCASH, LIMA;1725;01;07;PERU;60;7.7;;1500;;;;;;;SEVERE (~>$5 to $24 million);-9;-79;0
ITALY:  MASSA,CARRARA;1730;03;28;ITALY;;;;;;;;;;;;44;10.1;0
IRAQ:  BAGHDAD;1769;05;01;IRAQ;;;;;;;;2000;;;SEVERE (~>$5 to $24 million);33;44.5;0
BALKANS NW:  MONTENEGRO;1780;09;21;MONTENEGRO;;;;;;;;;;;SEVERE (~>$5 to $24 million);42.4;18.8;0
VENEZUELA:  MERIDA;1786;;;VENEZUELA;;;;;;;;;;;MODERATE (~$1 to $5 million);8.5;-71.2;0
MEXICO:  SAN MARCOS, OAXACA;1787;04;03;MEXICO;;7.3;Tsunami;;;;;;;;MODERATE (~$1 to $5 million);15.5;-97;0
IRAN:  SARI,AMOL,MAZANDARAN;1809;12;07;IRAN;;;;;;;;;;;SEVERE (~>$5 to $24 million);36.3;53;0
GUAM;1809;;;USA TERRITORY;;;Tsunami;;;;;;;;;14;143.3;0
MEXICO:  GUERRERO, OAXACA, PUEBLA, VERACRUZ;1820;05;04;MEXICO;;7.6;Tsunami;;;;;;;;SEVERE (~>$5 to $24 million);17.2;-99.6;0
PERU:  CAMANA, OCONA, CARAVELI;1821;07;10;PERU;;;;162;;;;;;;SEVERE (~>$5 to $24 million);-16.107;-72.967;0
TURKEY / SYRIA:  DIMASHQ (DAMASCUS), HALAB / CYPRUS;1822;09;05;TURKEY;;;;20000;;;;;;;EXTREME (~$25 million or more);36;36;0
ROMANIA:  BUCHAREST;1829;11;26;ROMANIA;;;;;;;;;;;SEVERE (~>$5 to $24 million);44.2;26.1;0
CHINA:  YUNNAN PROVINCE;1839;02;07;CHINA;;6;;100;;;;600;;;MODERATE (~$1 to $5 million);26.1;99.9;0
PHILIPPINES:  SORSOGON,MASBATE IS,CASIGURAN,ALBAY;1840;03;22;PHILIPPINES;;6.5;Tsunami;17;200;;;;;;SEVERE (~>$5 to $24 million);12.9;123.9;0
AFGHANISTAN:  JALALABAD;1842;02;19;AFGHANISTAN;;;;500;;;;;;;SEVERE (~>$5 to $24 million);34.4;70.5;0
N. NEW ZEALAND;1845;07;05;NEW ZEALAND;;;Tsunami;;;;;;;;;-39.93;175.05;0
MOROCCO:  MELILLA;1848;02;;MOROCCO;;;;;;;;;;;MODERATE (~$1 to $5 million);35.3;-2.97;0
IRAN:  LAKE URMIA (LAKE URMI);1857;04;09;IRAN;;;;;;;;;;;SEVERE (~>$5 to $24 million);37.4;45.3;0
JAPAN:  HIDA:  N;1858;04;09;JAPAN;;;;203;;;;709;;;MODERATE (~$1 to $5 million);36;137.5;0
BULGARIA;1858;09;30;BULGARIA;;;;;;;;;;;;42.8;23.2;0
INDONESIA:  LONTHOR ISLAND;1859;07;20;INDONESIA;;;Tsunami;;;;;;;;;-4.6;129.9;0
ALBANIA:  VLORE, KANINA, NARTA;1862;05;04;ALBANIA;;;;;;;;;;;;40.3;19.3;0
JAPAN:  RYUKYU ISLANDS;1865;03;01;JAPAN;;;Tsunami;;;;;;;;;;;0
ITALY:  ETNA;1865;07;19;ITALY;;;;60;;;;;;;LIMITED (roughly corresponding to less than $1 million);37.7;15.1;0
IRAQ:  MANDALI,JALULA,BAGHDAD;1867;04;14;IRAQ;;;;;;;;;;;MODERATE (~$1 to $5 million);33.5;44.9;0
ITALY:  COSENZA;1870;10;04;ITALY;;;;136;;;;;;;MODERATE (~$1 to $5 million);39.2;16.3;0
PHILIPPINES:  LEPANTO-BONTOC;1874;08;03;PHILIPPINES;;;;;;;;;;;MODERATE (~$1 to $5 million);17;120.6;0
CHILE;1877;10;09;CHILE;;;Tsunami;;;;;;;;;-24;-71;0
CHILE:  CENTRAL;1878;02;14;CHILE;;;Tsunami;;;;;;;;;-36.8;-73;0
MEXICO:  JALISCO;1878;03;22;MEXICO;;;;;;;;;;;SEVERE (~>$5 to $24 million);20.3;-103.4;0
BANGLADESH:;1885;07;14;BANGLADESH;;6.9;;75;;;;;;;MODERATE (~$1 to $5 million);24.8;89.5;0
NEW ZEALAND;1891;06;22;NEW ZEALAND;;6.2;Tsunami;;;;;;;;;-37.4;174.4;0
NEW ZEALAND:  TAUPO;1895;08;18;NEW ZEALAND;12;6;Tsunami;;;;;;;;;-38.8;176;0
ITALY:  TYRRHENIAN SEA;1897;05;15;ITALY;;;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);39;12.5;0
IRAN:  GORGAN (ASTRABAD) / TURKMENISTAN;1898;01;15;IRAN;5;4.3;;;;;;;;;MODERATE (~$1 to $5 million);36.5;54.9;0
BALKANS NW:  CROATIA:  CAPARICE,GRAB,KUSUTE;1898;07;02;CROATIA;;;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);43.6;16.7;0
JAMAICA;1899;06;14;JAMAICA;60;7.8;;;;;;;;;;18;-77;0
ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS;1902;01;01;USA;;7.8;;;;;;;;;;52.4;-167.5;0
TAIWAN;1903;09;07;TAIWAN;;;Tsunami;;;;;;;;;;;0
PANAMA-COLOMBIA;1904;01;20;COLOMBIA;60;7.9;Tsunami;;;;;;;;;7;-79;0
ALASKA:  RAMPART;1904;08;27;USA;;8.3;;;;;;;;;;64.66;-148.08;0
ECUADOR;1904;11;01;ECUADOR;;7.7;;;;;;;;;;-1;-80.5;0
ALASKA:  ANDREANOF ISLANDS;1905;02;14;USA;;7.9;;;;;;;;;;50.73;-178.55;0
JAPAN:  OFF FUKUSHIMA;1905;07;06;JAPAN;33;7;Tsunami;;;;;;;;;37.4;142.6;0
TURKEY:  PUTURGE,CELIKHAN,RUMKALE;1905;12;04;TURKEY;;6.8;;;;;;;;;SEVERE (~>$5 to $24 million);38.1;38.6;0
ITALY:  MESSINA, SICILY, CALABRIA;1908;12;28;ITALY;40;7;Tsunami;78000;;;;;;116;EXTREME (~$25 million or more);38.17;15.58;0
CHINA:  YUNNAN PROVINCE;1913;12;21;CHINA;10;7;;942;112;;;;;;SEVERE (~>$5 to $24 million);24.15;102.45;0
EL SALVADOR;1915;09;07;EL SALVADOR;80;7.9;Tsunami;;;;;;;;;14;-89;0
INDONESIA:  NW. IRIAN JAYA;1915;11;06;INDONESIA;;6;Tsunami;;;;;;;;;-1;136;0
NICARAGUA:  OFF COAST;1916;02;27;NICARAGUA;60;7.5;;;;;;;;;;11;-86;0
PHILIPPINES:  NW PANAY, SW TABLAS, CARABAO I;1919;04;27;PHILIPPINES;;;;;;;;;;;MODERATE (~$1 to $5 million);12;122;0
MEXICO:  VERACRUZ: COZAUTLAN, PUEBLA: PATLANALA;1920;01;03;MEXICO;;7.8;;648;167;;;;;;MODERATE (~$1 to $5 million);19.26;-96.97;0
ARGENTINA:  MENDOZA;1920;12;17;ARGENTINA;10;6;;400;;;;;;;SEVERE (~>$5 to $24 million);-32.7;-68.4;0
COLOMBIA:  CAQUETA, PUTUMAYO;1922;01;16;COLOMBIA;600;7.6;;;;;;;;;;2.5;-71;0
CHILE:  NORTHERN;1922;11;07;CHILE;33;;Tsunami;;;;;;;;;-28;-72;0
ITALY:  CENTRAL;1924;10;24;ITALY;;;;;;;;;;;;43.8;13.2;0
HAWAII;1926;03;20;USA;;;Tsunami;;;;;;;;;20.5;-155.5;0
TURKEY / ARMENIA;1926;10;22;TURKEY;7;5.7;;360;;;;;;;EXTREME (~$25 million or more);40.7;43.7;0
INDONESIA:  JAVA:  PRUPUK,MARGARSARI,DUBUKTENGAH;1926;12;13;INDONESIA;;;;;;;;;;;SEVERE (~>$5 to $24 million);-7.1;109;0
BULGARIA:  CHIRPAN;1928;04;14;BULGARIA;7;6.8;;127;1735;;;74750;;;EXTREME (~$25 million or more);42.2;25.3;0
ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS;1929;03;07;USA;50;7.8;Tsunami;;;;;;;;;51;-170;0
IRAN:  FARUJ;1929;07;13;IRAN;57;5.8;;5;;;;;;;MODERATE (~$1 to $5 million);37.5;58;0
CHINA:  YUNNAN PROVINCE;1930;05;14;CHINA;;6;;42;;;;;;;MODERATE (~$1 to $5 million);26.8;103;0
ALBANIA:  VLORE, HIMARE, KUC;1930;11;21;ALBANIA;12;6;;35;108;;;980;;;SEVERE (~>$5 to $24 million);40.5;19.5;0
ITALY:  CENTRAL;1930;12;07;ITALY;;;;;;;;;;;;43.7;13.3;0
ITALY:  N;1931;04;24;ITALY;;;;;;;;;;;;46.3;12.5;0
ITALY:  SICILY;1931;07;06;ITALY;;;;;;;;;;;;37.7;15.1;0
CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE:  N;1931;08;10;CHINA;25;8;;10000;;;;;;;EXTREME (~$25 million or more);47.1;89.8;0
PERU;1932;01;20;PERU;100;6.8;;;;;;;;;;-12;-77.5;0
NEW YORK:  WILLETTS POINT;1932;11;10;USA;;;Tsunami;;;;;;;;;;;0
CHINA:  GANSU PROVINCE;1932;12;25;CHINA;;7.6;;275;320;;;1167;;;SEVERE (~>$5 to $24 million);39.7;96.7;0
RUSSIA:  KURIL ISLANDS;1935;09;11;RUSSIA;55;7.6;;;;;;;;;;43;146.5;0
CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE:  S;1936;11;11;CHINA;;5.5;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);39.5;74.2;0
ALGERIA:  GUELMA, LAPAINE;1937;02;10;ALGERIA;;5.2;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);36.4;7.5;0
PAPUA NEW GUINEA:  KERAVIA, RABAUL, KOKOPO;1937;05;28;PAPUA NEW GUINEA;;;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);-4.271;152.203;0
MEXICO:  OMETEPEC;1938;01;02;MEXICO;;;;;;;;;;;SEVERE (~>$5 to $24 million);16.1;-98.3;0
JAPAN:  NEAR E COAST HONSHU;1938;11;06;JAPAN;0;7.1;Tsunami;;;;;;;;;37;141.7;0
YEMEN:  RAZIH;1941;01;11;YEMEN;;5.9;;1200;200;;;700;1000;;;16.4;43.5;0
ALGERIA:  MANSOURAH;1943;04;16;ALGERIA;;5;;;;;;;;;;36.1;4.5;0
PERU:  PISCO;1946;09;30;PERU;70;7;Tsunami;;;;;;;;MODERATE (~$1 to $5 million);-14;-76.25;0
NEW ZEALAND:  OFF COAST NORTH ISLAND;1947;03;25;NEW ZEALAND;12;7.1;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);-38.85;178.87;0
GREECE:  S:  PYLIA (MESSINIA);1947;10;06;GREECE;28;6.9;Tsunami;3;20;;;7000;;;EXTREME (~$25 million or more);37;22;0
CALIFORNIA:  SOUTHERN;1949;11;17;USA;;;;;;;;;;9;SEVERE (~>$5 to $24 million);33.75;-118.25;0
CHILE:  TIERRA DEL FUEGO;1949;12;17;CHILE;33;7.8;Tsunami;1;;;;;;;LIMITED (roughly corresponding to less than $1 million);-54;-71;0
GREECE:  LIXOURI-ARGOSTOLI (KEPHALLENIA);1953;08;12;GREECE;;7.2;Tsunami;476;2412;;;27773;;100;EXTREME (~$25 million or more);38.3;20.8;0
ALGERIA:  EL ASNAM;1954;09;09;ALGERIA;;6.7;;;;;;;;;;36;1.5;0
GREECE:  DRAKIA-AGRIA (MAGNESIA);1955;04;19;GREECE;33;6.2;Tsunami;8;149;;;459;8352;;EXTREME (~$25 million or more);39.4;23.1;0
PAPUA NEW GUINEA:  BISMARCK SEA;1955;10;10;PAPUA NEW GUINEA;35;7.3;Tsunami;;;;;;;;;-5.1;152.924;0
CHILE;1956;01;08;CHILE;;7.1;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);-19;-70;0
NEW ZEALAND:  NORTH ISLAND;1956;03;02;NEW ZEALAND;;5.3;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);-38.9;175.7;0
GREECE:  AEGEAN SEA;1956;07;09;GREECE;;6.8;Tsunami;;;;;;;;;36.8;25.2;0
PERU: AREQUIPA;1958;01;15;PERU;60;7.3;;28;;;;;;;MODERATE (~$1 to $5 million);-16.5;-72;0
IRAN;1958;01;16;IRAN;;;;;;;;;;;MODERATE (~$1 to $5 million);36.5;53;0
COLOMBIA-ECUADOR;1958;01;19;COLOMBIA;60;7.6;Tsunami;111;46;;;;;;MODERATE (~$1 to $5 million);1.5;-79.5;0
MEXICO:  OAXACA /;1959;05;24;MEXICO;100;6.8;;;;;;;;;SEVERE (~>$5 to $24 million);17;-96.3;0
RUSSIA:  KAMCHATKA;1959;10;27;RUSSIA;70;7.2;;;;;;;;;;45.89;151.11;0
JAPAN:  SE. HOKKAIDO ISLAND;1961;08;11;JAPAN;80;;Tsunami;;;;;;;;;42.9;145.6;0
RUSSIA:  KURIL ISLANDS;1961;08;17;RUSSIA;154;6.7;Tsunami;;;;;;;;;46.338;149.548;0
SE. HOKKAIDO ISLAND, JAPAN;1962;04;23;JAPAN;60;;Tsunami;;;;;;;;;42.2;143.9;0
ITALY:  S;1962;08;21;ITALY;34;6.1;;16;;;;;;;MODERATE (~$1 to $5 million);41.4;15.5;0
IRAN:  W;1963;06;30;IRAN;38;5.1;;;;;;;;;MODERATE (~$1 to $5 million);33.2;49.2;0
GREECE;1967;05;01;GREECE;55;5.9;;9;;;;;;5;MODERATE (~$1 to $5 million);39.5;21.2;0
PERU:  OFF COAST;1967;09;03;PERU;40;7;Tsunami;;;;;;;;;-10.6;-79.8;0
JAPAN:  SEIKAIDO-NANKAIDO;1968;08;05;JAPAN;10;;Tsunami;;;;;;;;;33.3;132.2;0
INDONESIA:  SULAWESI:  TAMBU,COAST OF MAPAGA;1968;08;14;INDONESIA;23;7.4;Tsunami;;;;;;;;;0.2;119.8;0
INDONESIA:  TALAUD ISLANDS, MINDANAO, VISAYAN;1969;01;30;INDONESIA;70;7.5;;;;;;;;;;4.8;127.4;0
PHILIPPINES:  LUZON;1970;04;07;PHILIPPINES;40;7.3;Tsunami;15;200;;;;;;MODERATE (~$1 to $5 million);15.78;121.71;0
CHILE:  SOUTHERN;1970;06;14;CHILE;10;6;Tsunami;;;;;;;;;-52;-73.8;0
CHILE:  NORTHERN;1970;06;19;CHILE;44;6.4;Tsunami;;;;;;;;;-22.28;-70.55;0
PERU-ECUADOR:  GUAYAQUIL;1971;07;27;PERU;135;6.3;;1;;;;;;;MODERATE (~$1 to $5 million);-2.7;-77.4;0
IRAN:  DEH KOHNEH,SA'DABAD,BORAZJAN;1972;02;10;IRAN;21;4.5;;;;;;;;;SEVERE (~>$5 to $24 million);29.7;50.9;0
HAWAII: HILO;1973;04;26;USA;48;6.5;;;11;;;;;5.75;SEVERE (~>$5 to $24 million);19.936;-155.098;0
COLOMBIA:  NE, CEPITA, SAN ANDREAS;1974;04;18;COLOMBIA;24;5;;3;;;;;;;MODERATE (~$1 to $5 million);6.89;-72.93;0
CHINA:  YUNNAN AND SICHUAN PROVINCES, CHAO-T'UNG;1974;05;10;CHINA;11;7.1;;20000;;;;;;;SEVERE (~>$5 to $24 million);28.24;104.01;0
ATLANTIC OCEAN:  MADERIA ISLANDS;1975;05;26;ATLANTIC OCEAN;33;7.7;Tsunami;;;;;;;;LIMITED (roughly corresponding to less than $1 million);35.997;-17.649;0
PAPUA NEW GUINEA:  SOLOMON ISLANDS: BUIN, BOKU;1975;07;20;PAPUA NEW GUINEA;44;7.7;;;;;;;;;;-7.104;155.152;0
CALIFORNIA:  LIVERMORE;1980;01;24;USA;11;5.9;;;50;;;;;11.5;SEVERE (~>$5 to $24 million);37.855;-121.816;0
ITALY:  S;1981;02;14;ITALY;10;4.6;;12;;;;;;0.5;LIMITED (roughly corresponding to less than $1 million);41.051;14.601;0
ITALY:  S CENTRAL:  ABRUZZO;1984;05;07;ITALY;10;5.8;;3;100;;;;;5;MODERATE (~$1 to $5 million);41.765;13.898;0
WYOMING:  DOUGLAS, MEDICINE BOW;1984;10;18;USA;33;5.1;;;;;;;;;LIMITED (roughly corresponding to less than $1 million);42.375;-105.72;0
GREECE:  S, MESSINIA, BERGA, NEDOUSA;1986;09;15;GREECE;10;4.8;;;37;;;;;;LIMITED (roughly corresponding to less than $1 million);36.93;22.175;0
IRAN:  DEH DASHT, BAHBAHAN;1988;03;30;IRAN;33;5.7;;;;;;;;;MODERATE (~$1 to $5 million);30.89;50.194;0
